,pct_missing,nobs,r2,r2_adj,bic,r2_pred,mse_pred,mape_pred,const_ci_rng,const_estimate,const_in_target,const_true_beta,x1_ci_rng,x1_estimate,x1_in_target,x1_true_beta,x1:x2_ci_rng,x1:x2_estimate,x1:x2_in_target,x1:x2_true_beta,x2_ci_rng,x2_estimate,x2_in_target,x2_true_beta,action_type,beta_sigma,sample_size,beta_x2/beta_x1,beta_x1:x2/beta_x1,_beta_sigma,_sample_size,_beta_x2/beta_x1,_beta_x1:x2/beta_x1
7,0.7000000000000001,100.0,0.8982488355819143,0.8950691116938491,467.33412673518814,0.9321039683916794,3.640527970376969,5.929139743437755,3.8964455764401613,14.551484779324964,0,10,6.767978852642113,1.3688540125954543,0,10,6.095256825766299,17.062764951972035,0,1,4.742688383308252,11.140604476422101,0,20.0,mean,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
0,0.0,20.0,0.7800302855346601,0.7387859640724089,135.4454126458425,0.3620640267167986,37.929697653168446,40.927832625989,16.210315423779864,4.467179230172626,1,10,35.154220917062744,14.90011888240882,1,10,61.614208110690996,-8.517707878101483,1,1,33.90401962219602,31.747887245602897,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
1,0.1,20.0,0.7767554516093498,0.7348970987861029,135.74097114185633,0.34413303177911425,38.99581909025651,40.97425924385495,15.507210555025246,5.102351127449737,1,10,34.9038601329521,14.133124214449623,1,10,58.38802344613214,-5.824457446350252,1,1,33.09514233636304,30.641144842642817,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
2,0.2,20.0,0.8143712883548049,0.7795659049213308,132.05058523378426,0.3716748739748993,37.358266434429645,43.34838170013045,15.747532726007682,2.0209655167235807,0,10,31.180880987886873,19.159026142899133,1,10,49.49889675888974,-9.651980448422066,1,1,29.272181321363618,32.11356726084661,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
3,0.30000000000000004,20.0,0.7865090881782411,0.7464795422116612,134.84750042240466,0.33194174424317147,39.72067529778671,42.58660279088936,16.87092052102529,3.566703673528452,1,10,36.37207853153939,16.75137739026501,1,10,59.390035919521665,-9.215158055814918,1,1,34.03677112261204,32.82655302694552,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
4,0.4,20.0,0.7708564947957923,0.7278920875700035,136.26258449004447,0.41783914872274064,34.613481601946,37.97036019490445,16.003455988863617,5.313905909312204,1,10,30.997495474003102,11.46581824435551,1,10,39.081598958120594,9.17969399752549,1,1,28.885575341452114,23.32711451375814,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
5,0.5,20.0,0.8121105272691891,0.7768812511321621,132.29269271746693,0.24732460141936208,44.75174859980484,44.727713287039364,14.604681271797794,3.0769770970459067,1,10,29.177663527313754,17.562279238422548,1,10,38.26728492683851,2.3794530501809277,1,1,27.69931960569923,29.350104227118685,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
6,0.6000000000000001,20.0,0.7486280990213194,0.7014958675878169,138.11428553348492,0.3697669766774727,37.47170410008165,34.73217917656136,17.978943155604323,6.762145118593639,1,10,35.42355061217229,7.598777769222222,1,10,46.170058486228456,7.284877790078205,1,1,30.761603879264886,25.046237466420045,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
7,0.7000000000000001,20.0,0.7461912964984312,0.6986021645918871,138.3072320877169,-0.22793545451324237,73.0092399204096,40.845159213771375,23.527593595560813,13.871156864158616,1,10,53.71858824791838,-10.336893156742693,1,10,61.74340089376697,21.24234881549759,1,1,34.26336351211826,20.763222601203495,1,20.0,mean,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
0,0.0,50.0,0.5490017487318714,0.5195888193013412,340.4738966652575,0.5356327198389004,43.65628197992427,22.534521832688352,13.121043687801475,8.576291273082415,1,10,22.279200449120456,9.18545226722535,1,10,40.55483869195103,-8.554145367233245,1,1,25.150259955362028,25.6280173061904,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
1,0.1,50.0,0.5423671552156971,0.5125215349036774,341.2040842471761,0.5448469700052243,42.79002821769742,22.45192822211489,12.929721177393066,9.302327755026292,1,10,22.495332843241403,7.9967318578290305,1,10,38.20254604465398,-5.5731010977620805,1,1,24.350299581656472,24.15503066550111,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
2,0.2,50.0,0.5259148861847045,0.494996291805446,342.9700670925315,0.5197036035721394,45.153816412564446,22.751269767298833,14.144661354887653,11.303505102577141,1,10,21.639746390879274,3.3163281162294007,1,10,32.86805044820886,1.7929613710210974,1,1,23.905846086032504,20.628207613348298,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
3,0.30000000000000004,50.0,0.5857727930601107,0.5587579752162048,336.22145517912554,0.5803987509035382,39.44772001017938,23.020198404735755,10.338549534820991,7.918772510646007,1,10,18.048181437037137,11.931277543123707,1,10,27.265534706264752,-5.782338877291423,1,1,19.050317485723774,24.05915323285112,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
4,0.4,50.0,0.5533471098263782,0.5242175735107073,339.9898116085284,0.5572436195331922,41.62458945721561,22.602422813601507,12.508858492804741,8.50975282415105,1,10,20.52713740135671,9.162743291944881,1,10,27.685457377172145,-1.9777137935021436,1,1,20.152418095554964,22.66264268323482,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
5,0.5,50.0,0.529810960619251,0.49914645805094127,342.55746482757064,0.5511838616922766,42.19428182861027,22.25757524065596,11.208705457764568,11.284987332917337,1,10,25.080647381081242,5.44886641565929,1,10,27.770556375206468,1.9574153882847671,1,1,18.679835707473174,19.32115602079739,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
6,0.6000000000000001,50.0,0.5220159096675239,0.490843034211058,343.37959596892574,0.48794218247793497,48.13978380219334,23.074208301196734,13.10965692188142,13.313871753028971,1,10,24.801205222065185,-0.2958460446587523,1,10,28.661454015814694,5.616640090651155,1,1,19.190250980245054,18.153927693060506,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
7,0.7000000000000001,50.0,0.5306512863667436,0.5000415876515312,342.4680244651295,0.5102934662269676,46.038485998389106,22.95583480114572,17.954818416002396,9.400652412121062,1,10,27.833748294220158,6.369332817197063,1,10,24.629950326663185,3.250766416240795,1,1,19.029378619958337,19.658591989586125,1,20.0,mean,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
0,0.0,100.0,0.637555292046375,0.6262288949228242,658.91336428746,0.4477041115630097,37.72106565504163,33.58849669914506,9.972267724371555,8.260076315054583,1,10,15.799095948479197,12.485944891701818,1,10,24.641407835476453,1.7119815342093823,1,1,15.563339891069921,20.554704547461203,1,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
1,0.1,100.0,0.6195702179274565,0.6076817872376895,663.756332906649,0.4600393952648586,36.87858238451102,35.03729843499176,9.800125885024741,10.496105970062118,1,10,15.573770730076586,8.630138564139616,1,10,23.362872877207636,7.627765011244371,1,1,14.91973715789107,17.16662163034456,1,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
2,0.2,100.0,0.6084641353448028,0.5962286395743279,666.6338829546577,0.46262803318573276,36.70178189945442,36.25607325843674,9.254734904332803,12.454004072337563,1,10,14.427215970747074,5.11281290045632,1,10,20.48823145320992,12.813035025481096,0,1,13.449292554938037,14.1991022598199,1,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
3,0.30000000000000004,100.0,0.6090098749562771,0.5967914335486608,666.4944014020608,0.45717141758276725,37.07446139919918,35.95760894057614,10.106398456084069,11.999830701975709,1,10,16.47959098629501,6.038530470172808,1,10,21.249798724031038,12.259468862329463,0,1,13.68913862910798,14.442909585588339,1,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
4,0.4,100.0,0.6044189733340751,0.5920570662507649,667.6617347690076,0.4570046253247271,37.085853085880196,36.90122583165356,9.286557721822305,13.286582628839234,1,10,14.31570498891967,3.565117001001351,1,10,17.442097768864656,15.545694587433601,0,1,12.852470611286524,13.05620406259205,0,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
5,0.5,100.0,0.607297653518587,0.5950257051910428,666.9313646814816,0.45047377733662364,37.53190121135063,36.559123623538156,9.3300071598277,12.64226592422694,1,10,15.51156781960188,5.07690114721213,1,10,17.8509484107905,14.453803184149614,0,1,12.529128774877186,13.44303656445468,0,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
6,0.6000000000000001,100.0,0.6401727444651728,0.6289281427297094,658.1885780547582,0.31970643447354186,46.46313468410606,35.620476639175855,9.174710665114908,8.727315618920539,1,10,14.712487768263998,12.07336187758667,1,10,14.679965159693921,12.490675737940904,0,1,10.608543732307979,13.748415034900976,0,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
7,0.7000000000000001,100.0,0.60162337293775,0.5891741033420548,668.3659566973865,0.45703334962295494,37.08389125498116,40.09031252167765,12.649667276773298,16.88169972774366,0,10,18.257234806023995,-2.5059072891673804,0,10,15.845570854875007,19.433069550077697,0,1,12.220274635342479,10.458888567178795,0,20.0,mean,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
0,0.0,20.0,0.919733471128037,0.904683496964544,86.32879942183278,0.9010225760654595,3.959277167998517,6.338476723203981,7.845136161273889,9.932087795602598,1,10,13.652691570125796,9.76445828021409,1,10,23.163876864694135,2.2501732725427885,1,1,11.69938444811686,20.093080133539125,1,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
1,0.1,20.0,0.8744791127155203,0.8509439463496803,95.2711888061423,0.8776437250901652,4.894473773456146,8.093817741879269,5.756693507885984,15.073525586415581,0,10,12.724661428555521,-1.0016947251552821,0,10,19.822182520794108,17.61564687326309,0,1,8.951593773459521,12.888237377304069,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
2,0.2,20.0,0.8738040336353937,0.85014228994203,95.37846500777397,0.8822297420804749,4.711024743970441,7.975887249353049,5.447117491432522,14.919116187483997,0,10,3.5627867733530736,0.13342086166901712,0,10,15.708927499781119,16.34623862001577,0,1,8.841752477474696,13.047981253440996,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
3,0.30000000000000004,20.0,0.8746798231999582,0.8511822900499504,95.23918279819385,0.8682961246146195,5.268394811882815,8.329894071603729,5.719344881593223,14.55239273408057,0,10,0.954938230631615,0.08342689621602539,0,10,20.06045737062699,17.76319248306786,0,1,8.569920513269244,13.384215169903346,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
4,0.4,20.0,0.955016641931276,0.9465822622933903,74.74759727425484,0.850638025618424,5.9747509222634205,8.942498872649503,3.4022272693089324,17.130038919088886,0,10,0.02631916728703236,-0.0334043066782516,0,10,8.751328843786318,15.952450618654662,0,1,5.394569562303104,10.351210944873145,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
5,0.5,20.0,0.878687342579627,0.855941219313307,94.58916843219669,0.8654400065536838,5.382644734524263,7.959028695615005,4.813983367584209,15.003163543705252,0,10,14.84742654942998,-2.8670483305828047,0,10,17.485982501581873,18.489369640357914,0,1,8.413797181602732,13.625401815691017,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
6,0.6000000000000001,20.0,0.8932440719431718,0.8732273354325165,92.03264891506274,0.8488578547337421,6.045960998851372,9.020472171846764,6.700431605051037,16.857671140521834,0,10,2.402893558497918,-0.9723224626751024,0,10,16.01867158305916,13.046582231050682,0,1,9.351618490368523,10.949142968635638,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
7,0.7000000000000001,20.0,0.9751038958655565,0.9704358763403483,62.91597187606621,0.06891938948631793,37.24491966179052,22.82444100618885,5.658989458192089,24.803463114462954,0,10,1.791432103994508,-3.4125452566625496,0,10,9.738019605987816,2.7483170535474635,1,1,6.579697434422087,2.7499031690850924,0,20.0,invert,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
0,0.0,50.0,0.9403768797651146,0.9364884154019699,216.10394650117638,0.8863768885242963,3.3772455476711225,6.084926996691989,4.348407550562371,10.557732798298506,1,10,7.353620349511709,9.19780095641168,1,10,12.358765243234494,4.7168649685708175,1,1,7.465617521283029,18.132588924110934,1,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
1,0.1,50.0,0.9336044612505774,0.9292743174190933,221.48326872437238,0.8815996511907898,3.5192404579073466,6.046020498249344,3.4573270156730977,12.537976816374645,0,10,5.444472624152266,5.749990164138945,0,10,9.921431926701572,10.134572315969631,0,1,6.163051326352839,14.585719373016962,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
2,0.2,50.0,0.9342728695083709,0.9299863175197863,220.9773646550608,0.8787240932077582,3.604711320913417,6.208672952442382,2.8647493676290914,13.411542815560228,0,10,4.683570106902476,5.034752430786256,0,10,9.213851400769737,10.956569982712077,0,1,5.632249395390341,13.449616616519576,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
3,0.30000000000000004,50.0,0.9153687225629773,0.9098492914257802,233.61697078574082,0.880292183026762,3.5581026310896813,6.0813951337540315,2.666280834530287,14.95359731856197,0,10,4.234613467324461,2.1736113305517097,0,10,10.075253348894599,14.597549060305518,0,1,5.99689463984955,11.662315490240971,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
4,0.4,50.0,0.9347210287162508,0.9304637045020933,220.63527298908107,0.8361266980031323,4.870843373000131,7.235357456886055,2.692634073757848,13.707154887388173,0,10,5.785151466094503,6.2922793490440405,0,10,8.205316420888089,12.400904028956646,0,1,5.197265919959051,11.050313881321705,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
5,0.5,50.0,0.9423360833660297,0.9385753931507708,214.43335620176074,0.8392670241686282,4.777502745174391,6.872134987852109,2.195347546383168,15.885205067966773,0,10,2.069146220909275,2.7089643422240037,0,10,7.58725753772524,11.871962872721252,0,1,4.94048992474001,10.183241680548562,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
6,0.6000000000000001,50.0,0.9315570248504906,0.9270933525581313,223.00182133831817,0.8316374089391062,5.004279531425812,7.218759846616339,2.3925879672768318,14.744114967920446,0,10,4.348578657651139,4.342285104773509,0,10,8.266250114027926,12.962018920375623,0,1,5.4493543771406685,9.984939078559178,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
7,0.7000000000000001,50.0,0.9376149048193736,0.9335463116554197,218.36809476650308,0.8365340939595896,4.85873425046146,7.4442431096914365,2.3841033222322583,16.25246909781105,0,10,3.055015679751949,3.575205658616475,0,10,8.410411841410589,11.426843201858262,0,1,5.205892221490593,9.82750419368444,0,20.0,invert,0.1,50,2.0,0.1,0.0,0.375,1.0,0.14285714285714285
0,0.0,100.0,0.935633547015075,0.9336220953592961,431.1653060660281,0.8847077615917361,4.900011640403295,7.621363539648346,2.7366633283608763,9.479404907342845,1,10,4.475367628272977,11.266700576686933,1,10,7.688379722436959,-5.0532788216720235,0,1,4.731897794370084,23.529195509248964,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
1,0.1,100.0,0.8960082288353592,0.8927584859864642,479.13722522512325,0.8788980955836739,5.146927056908208,7.934415641366259,2.364825417448529,13.424111873753201,0,10,3.698593336857897,4.681062534602902,0,10,7.357270171058406,4.76474709066261,0,1,4.595264551378513,17.327410414881935,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
2,0.2,100.0,0.8864233636933966,0.8828740938088152,487.95382984769213,0.8665589927014394,5.671348723013609,8.484321143048511,2.113822090876649,14.408323590360789,0,10,3.118849927036101,3.044052913128461,0,10,7.3552894542185285,6.463414371446431,0,1,4.57677952712222,16.207371174726806,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
3,0.30000000000000004,100.0,0.8928901587696607,0.8895429762312126,482.0915341127898,0.8630461287553546,5.820648228900686,8.575452027724152,1.8419808964628643,14.911219820951825,0,10,2.7438986677859756,3.220872325920303,0,10,7.018695229483075,5.9613809422665085,0,1,4.322463236358679,15.60606607408198,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
4,0.4,100.0,0.9072515060727383,0.9043531156375114,467.69519430318996,0.8515726604136786,6.308279739973688,8.774858413354481,1.7150636936427848,16.061035667249424,0,10,1.5233965960727491,2.425212765604402,0,10,5.81672131507759,6.855493905594505,0,1,4.105834515297477,13.595390260501032,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
5,0.5,100.0,0.8975213250226981,0.8943188664296574,477.6715207588533,0.876723392563391,5.239353661343382,7.613908437120369,1.887397489508416,14.496549174136762,0,10,3.0412835503307214,3.9832846613393516,0,10,6.160152741828075,7.263930500603786,0,1,4.306835378124431,13.848176567991729,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
6,0.6000000000000001,100.0,0.8900006043943018,0.8865631232816238,484.75353509408666,0.8412410360247383,6.747381976767917,9.304348385235333,2.0251269295949683,16.393030211092533,0,10,2.5661002134087525,2.7894779562700593,0,10,6.909809522185421,6.643765568864979,0,1,4.579872821734607,13.53339227152989,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
7,0.7000000000000001,100.0,0.9244283004549672,0.9220666848441849,447.21423481158166,0.8095752182093169,8.093204367248399,9.591519620499524,1.6771981650404086,16.988615802908924,0,10,1.1645177734687442,2.4689138206205676,0,10,5.136314851758243,6.6276278640426565,0,1,4.147864615293866,10.742150193734078,0,20.0,invert,0.1,100,2.0,0.1,0.0,1.0,1.0,0.14285714285714285
0,0.0,20.0,0.8491709957076251,0.8208905574028048,119.13990083520379,0.5767454020841007,37.093597790678686,15.114310613286314,15.345404979585355,4.954038143177361,1,10,27.26389867008568,14.05902802709032,1,10,57.10816534758863,-2.771862333574248,1,1,33.63422317312377,26.271731395071114,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
1,0.1,20.0,0.8455833127917828,0.8166301839402421,119.610059560967,0.5840632137621746,36.45227229904554,15.221039081146554,11.435593806874067,7.675491017616279,1,10,19.322958204956716,9.447564827653972,1,10,44.89722085301899,6.2598376136034375,1,1,27.159167127776637,20.473158340488396,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
2,0.2,20.0,0.8738934914613835,0.850248521110393,115.559502485359,0.5829131648624102,36.55306140219416,15.376172818853176,7.010684498522,10.846337408665336,1,10,8.470256809622956,5.944495805712718,1,10,32.292224774268085,11.134432314944085,1,1,21.180340037856098,15.527719146843765,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
3,0.30000000000000004,20.0,0.8263209960624633,0.7937561828241753,121.96114118067392,0.5811291817570674,36.709407847338035,16.302991618573746,10.830865477754607,9.412684798239397,1,10,26.57633264484626,8.966243093075377,1,10,48.644830366303864,9.986187051506704,1,1,25.994130711090577,16.38829890829779,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
4,0.4,20.0,0.8618389859892857,0.8359337958622768,117.38536083460006,0.5520997226498384,39.253519796757345,15.864259761738547,8.111664510820539,9.556765355317598,1,10,12.569773793912123,7.665525996085823,1,10,37.20114608077349,8.290408983732455,1,1,22.50364174829255,16.53748376645469,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
5,0.5,20.0,0.819486149388073,0.7856398023983366,122.7331155609065,0.5760372977966203,37.15565532239361,15.9896272418426,9.449266848899608,10.568008511640485,1,10,23.07866275431953,6.354487383976149,1,10,45.411754695819894,13.645056418468975,1,1,25.190771538620304,14.094401340976734,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
6,0.6000000000000001,20.0,0.8800401621870935,0.8575476925971734,114.56010540788681,0.4686030494655221,46.57108238723909,20.484999006575897,7.940868671376607,8.64788707941868,1,10,17.73272802942376,13.309932408034673,1,10,31.12111932154771,11.269507531422114,1,1,20.75835891547065,11.074543229621554,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
7,0.7000000000000001,20.0,0.9100236076318248,0.8931530340627919,108.80791194851429,0.3648559396770641,55.663372421151756,23.543689717580545,5.7964028337253595,11.762279032892106,1,10,18.920320541902356,19.366531600399753,1,10,32.11007628654156,0.0801286193817603,1,1,17.82781171775293,11.791531173406792,1,20.0,invert,0.3,20,2.0,0.1,1.0,0.0,1.0,0.14285714285714285
0,0.0,50.0,0.4715114139981611,0.4370447670849976,319.66822183766783,0.6253556971815201,30.117121654246333,26.09623379753855,16.717272447037544,15.353659797822095,1,10,25.60914768186455,3.270645284763827,1,10,47.960988318578224,8.803907610040877,1,1,30.640068261724686,13.752335850435838,1,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
1,0.1,50.0,0.5098906199213229,0.47792696469880047,315.89859097447425,0.5891589233251817,33.02692872597104,28.10967277291006,5.52205830421827,17.492351059433783,0,10,1.8806813591435558,0.9210474053510731,0,10,22.367167555800776,10.472549627932551,1,1,15.597895635180162,11.247680513508092,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
2,0.2,50.0,0.5874454685230512,0.5605397382093371,307.2855811601328,0.6409129223901303,28.866498487991393,25.600528588426624,5.414737671010103,15.616086306518882,0,10,4.810933092569385,4.352483336279127,0,10,19.912155474699873,9.671959200640456,1,1,14.28899453867007,11.62540058860661,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
3,0.30000000000000004,50.0,0.6238115326375522,0.5992775021573925,302.67167447200956,0.44886663711505725,44.30482570493519,30.973435557925015,5.380008660192679,19.9203615401426,0,10,0.8203831288597041,0.8881358349092018,0,10,20.40454196115975,4.683476534522672,1,1,13.733148528084534,8.249289590656172,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
4,0.4,50.0,0.64701207662091,0.6239911250961867,299.488853680138,0.6624238352266714,27.1372668570332,24.075332575127508,5.168418947624003,14.733440532339316,0,10,5.549765240897279,6.649475420698391,0,10,18.290209846850352,9.277766755829687,1,1,13.16190783192073,10.694472151559607,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
5,0.5,50.0,0.6568123714111205,0.6344305695466284,298.08102741871284,0.47365727856330786,42.31194136433035,28.75531481378565,4.672094861936728,18.26628246666591,0,10,1.6540476556591812,2.064328947530466,0,10,19.033701887615532,5.101724078313264,1,1,13.12267236561176,7.9812061714057,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
6,0.6000000000000001,50.0,0.7935955886562187,0.7801344313946678,272.65903174070087,0.383453220206015,49.56331707941655,29.50253262587415,3.607700296410165,18.31598386639279,0,10,2.16889133634977,4.585943094944362,0,10,14.687360032199173,2.637146306988928,1,1,10.386064555198757,4.989743908640143,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
7,0.7000000000000001,50.0,0.7753564016647643,0.7607057322081184,276.8929183792369,0.5816011176249323,33.63448995672024,28.08963644310176,3.7402734896336227,17.7851700456236,0,10,3.9572712144477205,7.792238241808852,0,10,14.609762849825554,7.567512527483271,1,1,10.71497879738559,6.202136764619668,0,20.0,invert,0.3,50,2.0,0.1,1.0,0.375,1.0,0.14285714285714285
0,0.0,100.0,0.5574237721021118,0.5435932649803028,648.8696548782336,0.5198214912473611,39.5262334569167,26.761625903286106,7.7885240869148396,10.73628823211061,1,10,14.548529971423697,11.773384504885179,1,10,26.438503526058064,-2.825735612235505,1,1,13.41825129181651,19.426115531679212,1,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
1,0.1,100.0,0.5732040677572365,0.5598666948746502,645.2389821289145,0.5077881230707921,40.51676866653209,28.012719697444965,5.152318312353415,13.254876215833786,0,10,8.774730876390265,8.344348720178004,1,10,19.352391688723078,2.5799819988704975,1,1,10.184454386948241,15.807025264568,1,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
2,0.2,100.0,0.607303492685991,0.5950317268324283,636.9120900247973,0.5110613692663082,40.24732909160812,27.843741957635732,4.326262108784068,14.363027822332091,0,10,5.250621560899593,6.455812172054441,0,10,15.354648857966186,6.36206997908949,1,1,8.900576382660688,13.081045951357815,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
3,0.30000000000000004,100.0,0.604708175192221,0.5923553056669779,637.5708121841299,0.4720008659628555,43.462622038657265,29.625711574841258,4.150911651380703,16.233902395079348,0,10,3.604988940385697,4.358659806589218,0,10,15.839667843145083,5.395121209749714,1,1,8.85431931128227,11.80088672512531,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
4,0.4,100.0,0.6835424179045415,0.6736531184640584,615.3273043521813,0.482478200260551,42.60017285797099,29.02932014071678,3.7190819707445257,15.417467891665972,0,10,3.236322148148842,5.917591688888264,0,10,13.370648998991252,5.178302581728208,1,1,7.922682838259316,11.893324133424546,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
5,0.5,100.0,0.6590468317314724,0.6483920452230809,622.7828964130676,0.4729508004081191,43.384427513146754,28.907220075407885,3.9251533742706197,14.686597894093845,0,10,4.908871828968629,8.014504475701663,1,10,14.376929725456709,4.047589781755658,1,1,8.226317322893447,11.240397019732708,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
6,0.6000000000000001,100.0,0.7157856066679653,0.7069039068763392,604.5812692196238,0.4450549170721032,45.68069687366136,28.451019115349784,3.5648154372062653,14.684012277793242,0,10,3.846721831969652,8.081503385669546,1,10,12.558309707012228,4.896719368512499,1,1,7.626193444765022,8.832478425171542,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
7,0.7000000000000001,100.0,0.820426905128257,0.8148152459135151,558.6666171544068,0.27638084614432445,59.56522228263671,35.79231453120197,2.806076898030909,16.820329942931917,0,10,3.644751897743088,11.830066511897536,0,10,9.727648347266648,4.901019045621579,1,1,6.260416480723656,5.506578395047249,0,20.0,invert,0.3,100,2.0,0.1,1.0,1.0,1.0,0.14285714285714285
0,0.0,20.0,0.9439770647464246,0.9334727643863793,92.66028021665397,0.9429884148752311,5.037319861824505,7.607888484720412,7.019717435912401,10.118014463907786,1,10,13.011785465016196,9.396163984053679,1,10,32.35719020044951,1.2647915631912667,1,1,21.309657158153748,20.434097466158796,1,20.0,drop,0.1,20,2.0,0.1,0.0,0.0,1.0,0.14285714285714285
